rules,support,confidence,coverage,lift,count
{Raman ID/IG Ratio_1.2~} => {Acid Wash_yes},0.085074627,0.483050847,0.176119403,1.086053919,57
{Raman ID/IG Ratio_1.2~} => {Catalyst Loading (mg cm-2)_0.5~1},0.086567164,0.491525424,0.176119403,1.055519339,58
{Raman ID/IG Ratio_1.2~} => {Electrolyte Concentration (M)_0.5},0.102985075,0.584745763,0.176119403,1.132311159,69
{Raman ID/IG Ratio_1.2~} => {Electrolyte pH_7~8},0.101492537,0.576271186,0.176119403,1.112685,68
{Raman ID/IG Ratio_1.2~} => {Rising Rate (¡ãC min-1)_4~8},0.08358209,0.474576271,0.176119403,0.893163207,56
{Raman ID/IG Ratio_1.2~} => {Metal-N Coordination Number (XAS)_3~4},0.1,0.56779661,0.176119403,1.06860598,67
{Raman ID/IG Ratio_1.2~} => {Pyridinic N Ratio_25~50},0.098507463,0.559322034,0.176119403,1.015571173,66
{Raman ID/IG Ratio_1.2~} => {Acid Wash_not},0.091044776,0.516949153,0.176119403,0.933573941,61
{Raman ID/IG Ratio_1.2~} => {Graphitic N Ratio_0~25},0.091044776,0.516949153,0.176119403,0.909070688,61
{Raman ID/IG Ratio_1.2~} => {Pyrrolic N Ratio_0~25},0.110447761,0.627118644,0.176119403,1.02730927,74
{Raman ID/IG Ratio_1.2~} => {disqualified},0.104477612,0.593220339,0.176119403,0.946327684,70
{Raman ID/IG Ratio_1.2~} => {ZIF or MOF Derived_not},0.147761194,0.838983051,0.176119403,1.149526879,99
{ZIF or MOF Derived_not} => {Raman ID/IG Ratio_1.2~},0.147761194,0.202453988,0.729850746,1.149526879,99
{Raman ID/IG Ratio_1.2~} => {Electrode Area cm2_~1},0.135820896,0.771186441,0.176119403,1.045941124,91
{Raman ID/IG Ratio_1.2~} => {Nafion117},0.143283582,0.813559322,0.176119403,1.094547682,96
{Raman ID/IG Ratio_1.2~} => {Glassy Carbon},0.120895522,0.686440678,0.176119403,0.914344442,81
{Raman ID/IG Ratio_1.2~} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.141791045,0.805084746,0.176119403,0.971904107,95
{Raman ID/IG Ratio_1.2~} => {Hard or Soft Templated_not},0.167164179,0.949152542,0.176119403,1.109829325,112
{Raman ID/IG Ratio_1.2~} => {Biomass or other Organic Derived_not},0.153731343,0.872881356,0.176119403,1.011817489,103
{Raman ID/IG Ratio_1.2~} => {Carbon Nanofiber/Nanotubes_not},0.153731343,0.872881356,0.176119403,1.001422104,103
{Raman ID/IG Ratio_1.2~} => {Polymer Derived_not},0.149253731,0.847457627,0.176119403,0.959115896,100
{Raman ID/IG Ratio_1.2~} => {Carbon Black Derived_not},0.132835821,0.754237288,0.176119403,0.842231638,89
{Raman ID/IG Ratio_1.2~} => {H-type Cell},0.156716418,0.889830508,0.176119403,0.928639316,105
{Raman ID/IG Ratio_1.2~} => {Oxidized N Ratio_0~25},0.168656716,0.957627119,0.176119403,0.99013915,113
{BET Surface Area (m2/g)_1000~} => {Pyrolysis Time (h)_3~4},0.044776119,0.247933884,0.180597015,1.318378591,30
{Pyrolysis Time (h)_3~4} => {BET Surface Area (m2/g)_1000~},0.044776119,0.238095238,0.188059701,1.318378591,30
{BET Surface Area (m2/g)_1000~} => {Nafion115},0.041791045,0.231404959,0.180597015,1.040545787,28
{BET Surface Area (m2/g)_1000~} => {Metal_Free},0.03880597,0.214876033,0.180597015,0.911183178,26
{BET Surface Area (m2/g)_1000~} => {none},0.03880597,0.214876033,0.180597015,0.911183178,26
{BET Surface Area (m2/g)_1000~} => {Metal-N Coordination Number (XAS)_0~2},0.03880597,0.214876033,0.180597015,0.867270736,26
{BET Surface Area (m2/g)_1000~} => {Fe},0.06119403,0.338842975,0.180597015,1.351338056,41
{Fe} => {BET Surface Area (m2/g)_1000~},0.06119403,0.244047619,0.250746269,1.351338056,41
{BET Surface Area (m2/g)_1000~} => {Pyrolysis Temperature (¡ãC)_900~1000},0.070149254,0.388429752,0.180597015,1.487131051,47
{Pyrolysis Temperature (¡ãC)_900~1000} => {BET Surface Area (m2/g)_1000~},0.070149254,0.268571429,0.26119403,1.487131051,47
{BET Surface Area (m2/g)_1000~} => {ZIF or MOF Derived_yes},0.058208955,0.32231405,0.180597015,1.199724518,39
{ZIF or MOF Derived_yes} => {BET Surface Area (m2/g)_1000~},0.058208955,0.216666667,0.268656716,1.199724518,39
{BET Surface Area (m2/g)_1000~} => {Graphitic N Ratio_25~50},0.047761194,0.26446281,0.180597015,0.90866709,32
{BET Surface Area (m2/g)_1000~} => {Raman ID/IG Ratio_0.8~1},0.050746269,0.280991736,0.180597015,0.936639118,34
{BET Surface Area (m2/g)_1000~} => {Rising Rate (¡ãC min-1)_~4},0.053731343,0.297520661,0.180597015,0.96298958,36
{BET Surface Area (m2/g)_1000~} => {Nitrogen Cotent (wt. %)_~4},0.080597015,0.446280992,0.180597015,1.437539733,54
{Nitrogen Cotent (wt. %)_~4} => {BET Surface Area (m2/g)_1000~},0.080597015,0.259615385,0.310447761,1.437539733,54
{BET Surface Area (m2/g)_1000~} => {Pyridinic N Ratio_50~75},0.067164179,0.371900826,0.180597015,1.169828891,45
{Pyridinic N Ratio_50~75} => {BET Surface Area (m2/g)_1000~},0.067164179,0.211267606,0.317910448,1.169828891,45
{BET Surface Area (m2/g)_1000~} => {Main Transition Metal Content (wt. %)_0.5~2},0.079104478,0.438016529,0.180597015,1.371360161,53
{Main Transition Metal Content (wt. %)_0.5~2} => {BET Surface Area (m2/g)_1000~},0.079104478,0.247663551,0.319402985,1.371360161,53
{BET Surface Area (m2/g)_1000~} => {Ni},0.046268657,0.256198347,0.180597015,0.773211228,31
{BET Surface Area (m2/g)_1000~} => {Pyrolysis Time (h)_~1},0.056716418,0.314049587,0.180597015,0.947807311,38
{BET Surface Area (m2/g)_1000~} => {Pyrolysis Temperature (¡ãC)_800~900},0.052238806,0.289256198,0.180597015,0.86134068,35
{BET Surface Area (m2/g)_1000~} => {Pyrrolic N Ratio_25~50},0.062686567,0.347107438,0.180597015,0.998120101,42
{BET Surface Area (m2/g)_1000~} => {Catalyst Loading (mg cm-2)_~0.5},0.046268657,0.256198347,0.180597015,0.715220386,31
{Nafion115} => {qualified},0.097014925,0.436241611,0.22238806,1.173822808,65
{qualified} => {Nafion115},0.097014925,0.261044177,0.371641791,1.173822808,65
{BET Surface Area (m2/g)_1000~} => {Pyrolysis Time (h)_1~2},0.067164179,0.371900826,0.180597015,0.936742683,45
{BET Surface Area (m2/g)_1000~} => {Electrolyte Concentration (M)_0.1},0.068656716,0.380165289,0.180597015,0.916225697,46
{BET Surface Area (m2/g)_1000~} => {Electrolyte pH_~7},0.062686567,0.347107438,0.180597015,0.824687885,42
{BET Surface Area (m2/g)_1000~} => {Nitrogen Cotent (wt. %)_4~8},0.089552239,0.495867769,0.180597015,1.137778784,60
{Nitrogen Cotent (wt. %)_4~8} => {BET Surface Area (m2/g)_1000~},0.089552239,0.205479452,0.435820896,1.137778784,60
{BET Surface Area (m2/g)_1000~} => {Acid Wash_yes},0.095522388,0.52892562,0.180597015,1.189195186,64
{Acid Wash_yes} => {BET Surface Area (m2/g)_1000~},0.095522388,0.214765101,0.444776119,1.189195186,64
{BET Surface Area (m2/g)_1000~} => {Catalyst Loading (mg cm-2)_0.5~1},0.07761194,0.429752066,0.180597015,0.922865014,52
{BET Surface Area (m2/g)_1000~} => {Raman ID/IG Ratio_1~1.2},0.052238806,0.289256198,0.180597015,0.603743467,35
{BET Surface Area (m2/g)_1000~} => {Electrolyte Concentration (M)_0.5},0.098507463,0.545454545,0.180597015,1.05622701,66
{BET Surface Area (m2/g)_1000~} => {Electrolyte pH_7~8},0.102985075,0.570247934,0.180597015,1.101055088,69
{BET Surface Area (m2/g)_1000~} => {Rising Rate (¡ãC min-1)_4~8},0.095522388,0.52892562,0.180597015,0.995449902,64
{BET Surface Area (m2/g)_1000~} => {Metal-N Coordination Number (XAS)_3~4},0.094029851,0.520661157,0.180597015,0.979895998,63
{BET Surface Area (m2/g)_1000~} => {Pyridinic N Ratio_25~50},0.102985075,0.570247934,0.180597015,1.035409528,69
{BET Surface Area (m2/g)_1000~} => {Acid Wash_not},0.085074627,0.47107438,0.180597015,0.850727317,57
{BET Surface Area (m2/g)_1000~} => {Graphitic N Ratio_0~25},0.108955224,0.603305785,0.180597015,1.060931433,73
{BET Surface Area (m2/g)_1000~} => {Pyrrolic N Ratio_0~25},0.107462687,0.595041322,0.180597015,0.974762068,72
{BET Surface Area (m2/g)_1000~} => {disqualified},0.1,0.553719008,0.180597015,0.883313656,67
{BET Surface Area (m2/g)_1000~} => {ZIF or MOF Derived_not},0.12238806,0.67768595,0.180597015,0.928526762,82
{BET Surface Area (m2/g)_1000~} => {Electrode Area cm2_~1},0.144776119,0.801652893,0.180597015,1.08726202,97
{BET Surface Area (m2/g)_1000~} => {Nafion117},0.129850746,0.719008264,0.180597015,0.967340436,87
{BET Surface Area (m2/g)_1000~} => {Glassy Carbon},0.16119403,0.892561983,0.180597015,1.18889966,108
{Glassy Carbon} => {BET Surface Area (m2/g)_1000~},0.16119403,0.21471173,0.750746269,1.18889966,108
{BET Surface Area (m2/g)_1000~} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.159701493,0.884297521,0.180597015,1.06753034,107
{BET Surface Area (m2/g)_1000~} => {Hard or Soft Templated_not},0.158208955,0.876033058,0.180597015,1.024331848,106
{BET Surface Area (m2/g)_1000~} => {Biomass or other Organic Derived_not},0.159701493,0.884297521,0.180597015,1.025050759,107
{BET Surface Area (m2/g)_1000~} => {Carbon Nanofiber/Nanotubes_not},0.174626866,0.966942149,0.180597015,1.109334315,117
{Carbon Nanofiber/Nanotubes_not} => {BET Surface Area (m2/g)_1000~},0.174626866,0.200342466,0.871641791,1.109334315,117
{BET Surface Area (m2/g)_1000~} => {Polymer Derived_not},0.152238806,0.842975207,0.180597015,0.954042886,102
{BET Surface Area (m2/g)_1000~} => {Carbon Black Derived_not},0.143283582,0.79338843,0.180597015,0.885950413,96
{BET Surface Area (m2/g)_1000~} => {H-type Cell},0.159701493,0.884297521,0.180597015,0.922865014,107
{BET Surface Area (m2/g)_1000~} => {Oxidized N Ratio_0~25},0.174626866,0.966942149,0.180597015,0.999770432,117
{Pyrolysis Time (h)_3~4} => {Main Transition Metal Content (wt. %)_2~5},0.047761194,0.253968254,0.188059701,1.18992119,32
{Main Transition Metal Content (wt. %)_2~5} => {Pyrolysis Time (h)_3~4},0.047761194,0.223776224,0.213432836,1.18992119,32
{Pyrolysis Time (h)_3~4} => {Nafion115},0.046268657,0.246031746,0.188059701,1.106317247,31
{Nafion115} => {Pyrolysis Time (h)_3~4},0.046268657,0.208053691,0.22238806,1.106317247,31
{Pyrolysis Time (h)_3~4} => {Metal_Free},0.053731343,0.285714286,0.188059701,1.211573237,36
{Metal_Free} => {Pyrolysis Time (h)_3~4},0.053731343,0.227848101,0.235820896,1.211573237,36
{Pyrolysis Time (h)_3~4} => {none},0.053731343,0.285714286,0.188059701,1.211573237,36
{none} => {Pyrolysis Time (h)_3~4},0.053731343,0.227848101,0.235820896,1.211573237,36
{Pyrolysis Time (h)_3~4} => {Metal-N Coordination Number (XAS)_0~2},0.055223881,0.293650794,0.188059701,1.185217059,37
{Metal-N Coordination Number (XAS)_0~2} => {Pyrolysis Time (h)_3~4},0.055223881,0.222891566,0.247761194,1.185217059,37
{Pyrolysis Time (h)_3~4} => {Electrode Area cm2_1~},0.058208955,0.30952381,0.188059701,1.185034014,39
{Electrode Area cm2_1~} => {Pyrolysis Time (h)_3~4},0.058208955,0.222857143,0.26119403,1.185034014,39
{Pyrolysis Time (h)_3~4} => {Pyrolysis Temperature (¡ãC)_900~1000},0.049253731,0.261904762,0.188059701,1.002721088,33
{Pyrolysis Time (h)_3~4} => {ZIF or MOF Derived_yes},0.062686567,0.333333333,0.188059701,1.240740741,42
{ZIF or MOF Derived_yes} => {Pyrolysis Time (h)_3~4},0.062686567,0.233333333,0.268656716,1.240740741,42
{Pyrolysis Time (h)_3~4} => {Graphitic N Ratio_25~50},0.074626866,0.396825397,0.188059701,1.363451363,50
{Graphitic N Ratio_25~50} => {Pyrolysis Time (h)_3~4},0.074626866,0.256410256,0.291044776,1.363451363,50
{Pyrolysis Time (h)_3~4} => {Rising Rate (¡ãC min-1)_~4},0.047761194,0.253968254,0.188059701,0.822022851,32
{Pyrolysis Time (h)_3~4} => {Nitrogen Cotent (wt. %)_~4},0.067164179,0.357142857,0.188059701,1.150412088,45
{Nitrogen Cotent (wt. %)_~4} => {Pyrolysis Time (h)_3~4},0.067164179,0.216346154,0.310447761,1.150412088,45
{Pyrolysis Time (h)_3~4} => {Pyridinic N Ratio_50~75},0.053731343,0.285714286,0.188059701,0.898725687,36
{Pyrolysis Time (h)_3~4} => {Main Transition Metal Content (wt. %)_0.5~2},0.044776119,0.238095238,0.188059701,0.745438362,30
{Pyrolysis Time (h)_3~4} => {Ni},0.053731343,0.285714286,0.188059701,0.862290862,36
{Pyrolysis Time (h)_3~4} => {Pyrolysis Temperature (¡ãC)_800~900},0.058208955,0.30952381,0.188059701,0.921693122,39
{Pyrolysis Time (h)_3~4} => {Catalyst Loading (mg cm-2)_~0.5},0.073134328,0.388888889,0.188059701,1.085648148,49
{Catalyst Loading (mg cm-2)_~0.5} => {Pyrolysis Time (h)_3~4},0.073134328,0.204166667,0.358208955,1.085648148,49
{Pyridinic N Ratio_50~75} => {qualified},0.137313433,0.431924883,0.317910448,1.162207516,92
{qualified} => {Pyridinic N Ratio_50~75},0.137313433,0.369477912,0.371641791,1.162207516,92
{Pyrolysis Time (h)_3~4} => {BET Surface Area (m2/g)_0~500},0.074626866,0.396825397,0.188059701,1.042639278,50
{Pyrolysis Time (h)_3~4} => {Electrolyte Concentration (M)_0.1},0.070149254,0.373015873,0.188059701,0.89899509,47
{Pyrolysis Time (h)_3~4} => {Electrolyte pH_~7},0.074626866,0.396825397,0.188059701,0.942812113,50
{Pyrolysis Time (h)_3~4} => {Nitrogen Cotent (wt. %)_4~8},0.089552239,0.476190476,0.188059701,1.092628832,60
{Nitrogen Cotent (wt. %)_4~8} => {Pyrolysis Time (h)_3~4},0.089552239,0.205479452,0.435820896,1.092628832,60
{Pyrolysis Time (h)_3~4} => {BET Surface Area (m2/g)_500~1000},0.068656716,0.365079365,0.188059701,0.834823122,46
{Pyrolysis Time (h)_3~4} => {Acid Wash_yes},0.089552239,0.476190476,0.188059701,1.070629594,60
{Acid Wash_yes} => {Pyrolysis Time (h)_3~4},0.089552239,0.201342282,0.444776119,1.070629594,60
{Pyrolysis Time (h)_3~4} => {Catalyst Loading (mg cm-2)_0.5~1},0.091044776,0.484126984,0.188059701,1.039631665,61
{Pyrolysis Time (h)_3~4} => {Raman ID/IG Ratio_1~1.2},0.1,0.531746032,0.188059701,1.109874895,67
{Raman ID/IG Ratio_1~1.2} => {Pyrolysis Time (h)_3~4},0.1,0.208722741,0.479104478,1.109874895,67
{Pyrolysis Time (h)_3~4} => {Electrolyte Concentration (M)_0.5},0.108955224,0.579365079,0.188059701,1.121891917,73
{Electrolyte Concentration (M)_0.5} => {Pyrolysis Time (h)_3~4},0.108955224,0.210982659,0.51641791,1.121891917,73
{Pyrolysis Time (h)_3~4} => {Electrolyte pH_7~8},0.102985075,0.547619048,0.188059701,1.057362426,69
{Pyrolysis Time (h)_3~4} => {Rising Rate (¡ãC min-1)_4~8},0.137313433,0.73015873,0.188059701,1.374175138,92
{Rising Rate (¡ãC min-1)_4~8} => {Pyrolysis Time (h)_3~4},0.137313433,0.258426966,0.531343284,1.374175138,92
{Pyrolysis Time (h)_3~4} => {Metal-N Coordination Number (XAS)_3~4},0.101492537,0.53968254,0.188059701,1.015694667,68
{Pyrolysis Time (h)_3~4} => {Pyridinic N Ratio_25~50},0.098507463,0.523809524,0.188059701,0.951090463,66
{Pyrolysis Time (h)_3~4} => {Acid Wash_not},0.098507463,0.523809524,0.188059701,0.945963291,66
{Pyrolysis Time (h)_3~4} => {Graphitic N Ratio_0~25},0.08358209,0.444444444,0.188059701,0.781568971,56
{Pyrolysis Time (h)_3~4} => {Pyrrolic N Ratio_0~25},0.143283582,0.761904762,0.188059701,1.248108045,96
{Pyrrolic N Ratio_0~25} => {Pyrolysis Time (h)_3~4},0.143283582,0.234718826,0.610447761,1.248108045,96
{Pyrolysis Time (h)_3~4} => {disqualified},0.113432836,0.603174603,0.188059701,0.962207105,76
{Pyrolysis Time (h)_3~4} => {ZIF or MOF Derived_not},0.125373134,0.666666667,0.188059701,0.913428766,84
{Pyrolysis Time (h)_3~4} => {Electrode Area cm2_~1},0.129850746,0.69047619,0.188059701,0.936475805,87
{Pyrolysis Time (h)_3~4} => {Nafion117},0.141791045,0.753968254,0.188059701,1.01437496,95
{Pyrolysis Time (h)_3~4} => {Glassy Carbon},0.152238806,0.80952381,0.188059701,1.078292152,102
{Glassy Carbon} => {Pyrolysis Time (h)_3~4},0.152238806,0.2027833,0.750746269,1.078292152,102
{Pyrolysis Time (h)_3~4} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.167164179,0.888888889,0.188059701,1.073073073,112
{Graphene/Carbon Nanosheets or other 2D Structures_not} => {Pyrolysis Time (h)_3~4},0.167164179,0.201801802,0.828358209,1.073073073,112
{Pyrolysis Time (h)_3~4} => {Hard or Soft Templated_not},0.165671642,0.880952381,0.188059701,1.030083936,111
{Pyrolysis Time (h)_3~4} => {Biomass or other Organic Derived_not},0.165671642,0.880952381,0.188059701,1.021173175,111
{Pyrolysis Time (h)_3~4} => {Carbon Nanofiber/Nanotubes_not},0.164179104,0.873015873,0.188059701,1.00157643,110
{Pyrolysis Time (h)_3~4} => {Polymer Derived_not},0.155223881,0.825396825,0.188059701,0.934148434,104
{Pyrolysis Time (h)_3~4} => {Carbon Black Derived_not},0.174626866,0.928571429,0.188059701,1.036904762,117
{Pyrolysis Time (h)_3~4} => {H-type Cell},0.182089552,0.968253968,0.188059701,1.010483113,122
{Pyrolysis Time (h)_3~4} => {Oxidized N Ratio_0~25},0.17761194,0.944444444,0.188059701,0.976508916,119
{Main Transition Metal Content (wt. %)_2~5} => {Nafion115},0.059701493,0.27972028,0.213432836,1.2578026,40
{Nafion115} => {Main Transition Metal Content (wt. %)_2~5},0.059701493,0.268456376,0.22238806,1.2578026,40
{Main Transition Metal Content (wt. %)_2~5} => {Carbon Paper},0.055223881,0.258741259,0.213432836,1.044317129,37
{Carbon Paper} => {Main Transition Metal Content (wt. %)_2~5},0.055223881,0.222891566,0.247761194,1.044317129,37
{Main Transition Metal Content (wt. %)_2~5} => {Fe},0.064179104,0.300699301,0.213432836,1.199217449,43
{Fe} => {Main Transition Metal Content (wt. %)_2~5},0.064179104,0.255952381,0.250746269,1.199217449,43
{Main Transition Metal Content (wt. %)_2~5} => {Nitrogen Cotent (wt. %)_8~},0.056716418,0.265734266,0.213432836,1.05350271,38
{Nitrogen Cotent (wt. %)_8~} => {Main Transition Metal Content (wt. %)_2~5},0.056716418,0.224852071,0.252238806,1.05350271,38
{Main Transition Metal Content (wt. %)_2~5} => {Electrode Area cm2_1~},0.050746269,0.237762238,0.213432836,0.91028971,34
{Main Transition Metal Content (wt. %)_2~5} => {ZIF or MOF Derived_yes},0.050746269,0.237762238,0.213432836,0.885003885,34
{Main Transition Metal Content (wt. %)_2~5} => {Graphitic N Ratio_25~50},0.073134328,0.342657343,0.213432836,1.177335485,49
{Graphitic N Ratio_25~50} => {Main Transition Metal Content (wt. %)_2~5},0.073134328,0.251282051,0.291044776,1.177335485,49
{Main Transition Metal Content (wt. %)_2~5} => {Raman ID/IG Ratio_0.8~1},0.065671642,0.307692308,0.213432836,1.025641026,44
{Raman ID/IG Ratio_0.8~1} => {Main Transition Metal Content (wt. %)_2~5},0.065671642,0.218905473,0.3,1.025641026,44
{Main Transition Metal Content (wt. %)_2~5} => {Rising Rate (¡ãC min-1)_~4},0.073134328,0.342657343,0.213432836,1.109084153,49
{Rising Rate (¡ãC min-1)_~4} => {Main Transition Metal Content (wt. %)_2~5},0.073134328,0.236714976,0.308955224,1.109084153,49
{Main Transition Metal Content (wt. %)_2~5} => {Nitrogen Cotent (wt. %)_~4},0.055223881,0.258741259,0.213432836,0.833445401,37
{Main Transition Metal Content (wt. %)_2~5} => {Pyridinic N Ratio_50~75},0.067164179,0.314685315,0.213432836,0.989855215,45
{Pyridinic N Ratio_50~75} => {Main Transition Metal Content (wt. %)_2~5},0.067164179,0.211267606,0.317910448,0.989855215,45
{Main Transition Metal Content (wt. %)_2~5} => {Ni},0.107462687,0.503496503,0.213432836,1.51956152,72
{Ni} => {Main Transition Metal Content (wt. %)_2~5},0.107462687,0.324324324,0.331343284,1.51956152,72
{Main Transition Metal Content (wt. %)_2~5} => {Pyrolysis Time (h)_~1},0.06119403,0.286713287,0.213432836,0.865305865,41
{Main Transition Metal Content (wt. %)_2~5} => {Pyrolysis Temperature (¡ãC)_800~900},0.088059701,0.412587413,0.213432836,1.228593629,59
{Pyrolysis Temperature (¡ãC)_800~900} => {Main Transition Metal Content (wt. %)_2~5},0.088059701,0.262222222,0.335820896,1.228593629,59
{Main Transition Metal Content (wt. %)_2~5} => {Pyrrolic N Ratio_25~50},0.064179104,0.300699301,0.213432836,0.864671809,43
{Main Transition Metal Content (wt. %)_2~5} => {Catalyst Loading (mg cm-2)_~0.5},0.102985075,0.482517483,0.213432836,1.347027972,69
{Catalyst Loading (mg cm-2)_~0.5} => {Main Transition Metal Content (wt. %)_2~5},0.102985075,0.2875,0.358208955,1.347027972,69
{qualified} => {Metal-N Coordination Number (XAS)_3~4},0.228358209,0.614457831,0.371641791,1.156423447,153
{Metal-N Coordination Number (XAS)_3~4} => {qualified},0.228358209,0.429775281,0.531343284,1.156423447,153
{Main Transition Metal Content (wt. %)_2~5} => {BET Surface Area (m2/g)_0~500},0.080597015,0.377622378,0.213432836,0.992184286,54
{BET Surface Area (m2/g)_0~500} => {Main Transition Metal Content (wt. %)_2~5},0.080597015,0.211764706,0.380597015,0.992184286,54
{Main Transition Metal Content (wt. %)_2~5} => {Pyrolysis Time (h)_1~2},0.092537313,0.433566434,0.213432836,1.092065829,62
{Pyrolysis Time (h)_1~2} => {Main Transition Metal Content (wt. %)_2~5},0.092537313,0.233082707,0.397014925,1.092065829,62
{Main Transition Metal Content (wt. %)_2~5} => {Electrolyte Concentration (M)_0.1},0.07761194,0.363636364,0.213432836,0.876389797,52
{Main Transition Metal Content (wt. %)_2~5} => {Electrolyte pH_~7},0.085074627,0.398601399,0.213432836,0.947031692,57
{Electrolyte pH_~7} => {Main Transition Metal Content (wt. %)_2~5},0.085074627,0.20212766,0.420895522,0.947031692,57
{Main Transition Metal Content (wt. %)_2~5} => {Nitrogen Cotent (wt. %)_4~8},0.101492537,0.475524476,0.213432836,1.09110068,68
{Nitrogen Cotent (wt. %)_4~8} => {Main Transition Metal Content (wt. %)_2~5},0.101492537,0.232876712,0.435820896,1.09110068,68
{Main Transition Metal Content (wt. %)_2~5} => {BET Surface Area (m2/g)_500~1000},0.107462687,0.503496503,0.213432836,1.151340127,72
{BET Surface Area (m2/g)_500~1000} => {Main Transition Metal Content (wt. %)_2~5},0.107462687,0.245733788,0.437313433,1.151340127,72
{Main Transition Metal Content (wt. %)_2~5} => {Acid Wash_yes},0.1,0.468531469,0.213432836,1.053409678,67
{Acid Wash_yes} => {Main Transition Metal Content (wt. %)_2~5},0.1,0.224832215,0.444776119,1.053409678,67
{Main Transition Metal Content (wt. %)_2~5} => {Catalyst Loading (mg cm-2)_0.5~1},0.080597015,0.377622378,0.213432836,0.810919849,54
{Main Transition Metal Content (wt. %)_2~5} => {Raman ID/IG Ratio_1~1.2},0.104477612,0.48951049,0.213432836,1.021719713,70
{Raman ID/IG Ratio_1~1.2} => {Main Transition Metal Content (wt. %)_2~5},0.104477612,0.218068536,0.479104478,1.021719713,70
{Main Transition Metal Content (wt. %)_2~5} => {Electrolyte Concentration (M)_0.5},0.113432836,0.531468531,0.213432836,1.029144266,76
{Electrolyte Concentration (M)_0.5} => {Main Transition Metal Content (wt. %)_2~5},0.113432836,0.219653179,0.51641791,1.029144266,76
{Main Transition Metal Content (wt. %)_2~5} => {Electrolyte pH_7~8},0.113432836,0.531468531,0.213432836,1.026178433,76
{Electrolyte pH_7~8} => {Main Transition Metal Content (wt. %)_2~5},0.113432836,0.219020173,0.517910448,1.026178433,76
{Main Transition Metal Content (wt. %)_2~5} => {Rising Rate (¡ãC min-1)_4~8},0.108955224,0.51048951,0.213432836,0.96075273,73
{Rising Rate (¡ãC min-1)_4~8} => {Main Transition Metal Content (wt. %)_2~5},0.108955224,0.20505618,0.531343284,0.96075273,73
{Main Transition Metal Content (wt. %)_2~5} => {Metal-N Coordination Number (XAS)_3~4},0.149253731,0.699300699,0.213432836,1.316099631,100
{Metal-N Coordination Number (XAS)_3~4} => {Main Transition Metal Content (wt. %)_2~5},0.149253731,0.280898876,0.531343284,1.316099631,100
{Main Transition Metal Content (wt. %)_2~5} => {Pyridinic N Ratio_25~50},0.126865672,0.594405594,0.213432836,1.07927303,85
{Pyridinic N Ratio_25~50} => {Main Transition Metal Content (wt. %)_2~5},0.126865672,0.230352304,0.550746269,1.07927303,85
{Main Transition Metal Content (wt. %)_2~5} => {Acid Wash_not},0.113432836,0.531468531,0.213432836,0.959794922,76
{Acid Wash_not} => {Main Transition Metal Content (wt. %)_2~5},0.113432836,0.204851752,0.553731343,0.959794922,76
{Main Transition Metal Content (wt. %)_2~5} => {Graphitic N Ratio_0~25},0.117910448,0.552447552,0.213432836,0.971495696,79
{Graphitic N Ratio_0~25} => {Main Transition Metal Content (wt. %)_2~5},0.117910448,0.207349081,0.568656716,0.971495696,79
{Main Transition Metal Content (wt. %)_2~5} => {Pyrrolic N Ratio_0~25},0.147761194,0.692307692,0.213432836,1.134098176,99
{Pyrrolic N Ratio_0~25} => {Main Transition Metal Content (wt. %)_2~5},0.147761194,0.24205379,0.610447761,1.134098176,99
{Main Transition Metal Content (wt. %)_2~5} => {disqualified},0.11641791,0.545454545,0.213432836,0.87012987,78
{Main Transition Metal Content (wt. %)_2~5} => {ZIF or MOF Derived_not},0.162686567,0.762237762,0.213432836,1.044374848,109
{ZIF or MOF Derived_not} => {Main Transition Metal Content (wt. %)_2~5},0.162686567,0.222903885,0.729850746,1.044374848,109
{Main Transition Metal Content (wt. %)_2~5} => {Electrode Area cm2_~1},0.162686567,0.762237762,0.213432836,1.033804252,109
{Electrode Area cm2_~1} => {Main Transition Metal Content (wt. %)_2~5},0.162686567,0.220647773,0.737313433,1.033804252,109
{Main Transition Metal Content (wt. %)_2~5} => {Nafion117},0.152238806,0.713286713,0.213432836,0.959642767,102
{Nafion117} => {Main Transition Metal Content (wt. %)_2~5},0.152238806,0.204819277,0.743283582,0.959642767,102
{Main Transition Metal Content (wt. %)_2~5} => {Glassy Carbon},0.158208955,0.741258741,0.213432836,0.987362538,106
{Glassy Carbon} => {Main Transition Metal Content (wt. %)_2~5},0.158208955,0.210735586,0.750746269,0.987362538,106
{Main Transition Metal Content (wt. %)_2~5} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.179104478,0.839160839,0.213432836,1.013041013,120
{Graphene/Carbon Nanosheets or other 2D Structures_not} => {Main Transition Metal Content (wt. %)_2~5},0.179104478,0.216216216,0.828358209,1.013041013,120
{Main Transition Metal Content (wt. %)_2~5} => {Hard or Soft Templated_not},0.18358209,0.86013986,0.213432836,1.005748179,123
{Hard or Soft Templated_not} => {Main Transition Metal Content (wt. %)_2~5},0.18358209,0.214659686,0.855223881,1.005748179,123
{Main Transition Metal Content (wt. %)_2~5} => {Biomass or other Organic Derived_not},0.171641791,0.804195804,0.213432836,0.932199289,115
