rules,support,confidence,coverage,lift,count
{Biomass or other Organic Derived_yes} => {Electrolyte Concentration (M)_0.1},0.039432177,0.320512821,0.123028391,0.80002019,25
{Biomass or other Organic Derived_yes} => {Pyrolysis Time (h)_1~2},0.05362776,0.435897436,0.123028391,1.083760684,34
{Biomass or other Organic Derived_yes} => {Nitrogen Cotent (wt. %)_4~8},0.067823344,0.551282051,0.123028391,1.270955711,43
{Biomass or other Organic Derived_yes} => {BET Surface Area (m2/g)_500~1000},0.048895899,0.397435897,0.123028391,0.903133903,31
{Biomass or other Organic Derived_yes} => {Acid Wash_yes},0.033123028,0.269230769,0.123028391,0.594746717,21
{Biomass or other Organic Derived_yes} => {Catalyst Loading (mg cm-2)_0.5~1},0.058359621,0.474358974,0.123028391,1.026428634,37
{Biomass or other Organic Derived_yes} => {Raman ID/IG Ratio_1~1.2},0.075709779,0.615384615,0.123028391,1.279192938,48
{Biomass or other Organic Derived_yes} => {Metal-N Coordination Number (XAS)_3~4},0.045741325,0.371794872,0.123028391,0.699459788,29
{Biomass or other Organic Derived_yes} => {Electrolyte Concentration (M)_0.5},0.08044164,0.653846154,0.123028391,1.230084456,51
{Biomass or other Organic Derived_yes} => {Electrolyte pH_7~8},0.08044164,0.653846154,0.123028391,1.219230769,51
{Biomass or other Organic Derived_yes} => {Rising Rate_4~8},0.063091483,0.512820513,0.123028391,0.945140131,40
{Biomass or other Organic Derived_yes} => {Acid Wash_not},0.089905363,0.730769231,0.123028391,1.339039573,57
{Biomass or other Organic Derived_yes} => {Pyridinic N Ratio_25~50},0.042586751,0.346153846,0.123028391,0.628829623,27
{Biomass or other Organic Derived_yes} => {Graphitic N Ratio_0~25},0.066246057,0.538461538,0.123028391,0.956259427,42
{Biomass or other Organic Derived_yes} => {Pyrrolic N Ratio_0~25},0.072555205,0.58974359,0.123028391,0.951392967,46
{Biomass or other Organic Derived_yes} => {ZIF or MOF Derived_not},0.123028391,1,0.123028391,1.372294372,78
{Biomass or other Organic Derived_yes} => {Electrode Area cm2_~1},0.104100946,0.846153846,0.123028391,1.156167109,66
{Biomass or other Organic Derived_yes} => {Glassy Carbon},0.097791798,0.794871795,0.123028391,1.0768135,62
{Biomass or other Organic Derived_yes} => {Nafion117},0.094637224,0.769230769,0.123028391,1.037643208,60
{Biomass or other Organic Derived_yes} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.105678233,0.858974359,0.123028391,1.039293404,67
{Biomass or other Organic Derived_yes} => {Hard or Soft Templated_not},0.121451104,0.987179487,0.123028391,1.154745009,77
{Biomass or other Organic Derived_yes} => {Carbon Nanofiber/Nanotubes_not},0.121451104,0.987179487,0.123028391,1.140021484,77
{Biomass or other Organic Derived_yes} => {Polymer Derived_not},0.123028391,1,0.123028391,1.134168157,78
{Biomass or other Organic Derived_yes} => {disqualified},0.11829653,0.961538462,0.123028391,1.080878342,75
{Biomass or other Organic Derived_yes} => {Carbon Black Derived_not},0.123028391,1,0.123028391,1.118165785,78
{Biomass or other Organic Derived_yes} => {H-type Cell},0.121451104,0.987179487,0.123028391,1.032791741,77
{Biomass or other Organic Derived_yes} => {Oxidized N Ratio_~25},0.113564669,0.923076923,0.123028391,0.956259427,72
{Graphitic N Ratio_50~75} => {Metal_Free},0.045741325,0.371794872,0.123028391,1.561046018,29
{Graphitic N Ratio_50~75} => {none},0.045741325,0.371794872,0.123028391,1.561046018,29
{Graphitic N Ratio_50~75} => {Metal-N Coordination Number (XAS)_0~2},0.044164038,0.358974359,0.123028391,1.431382035,28
{Graphitic N Ratio_50~75} => {Pyrolysis Temperature_900~1000},0.050473186,0.41025641,0.123028391,1.576379176,32
{Graphitic N Ratio_50~75} => {Carbon Paper},0.03785489,0.307692308,0.123028391,1.182284382,24
{Graphitic N Ratio_50~75} => {Electrode Area cm2_1~},0.031545741,0.256410256,0.123028391,0.961917767,20
{Graphitic N Ratio_50~75} => {Raman ID/IG Ratio_0.8~1},0.033123028,0.269230769,0.123028391,0.927675585,21
{Graphitic N Ratio_50~75} => {Rising Rate_~4},0.03785489,0.307692308,0.123028391,1.043192102,24
{Graphitic N Ratio_50~75} => {Nitrogen Cotent (wt. %)_0~4},0.052050473,0.423076923,0.123028391,1.375542406,33
{Graphitic N Ratio_50~75} => {Pyrolysis Time (h)_~1},0.044164038,0.358974359,0.123028391,1.088946142,28
{Graphitic N Ratio_50~75} => {Ni},0.03785489,0.307692308,0.123028391,0.907334526,24
{Graphitic N Ratio_50~75} => {Pyrolysis Temperature_800~900},0.031545741,0.256410256,0.123028391,0.74914333,20
{Graphitic N Ratio_50~75} => {Catalyst Loading (mg cm-2)_~0.5},0.067823344,0.551282051,0.123028391,1.526256858,43
{Graphitic N Ratio_50~75} => {BET Surface Area (m2/g)_0~500},0.045741325,0.371794872,0.123028391,0.966057167,29
{Graphitic N Ratio_50~75} => {Electrolyte pH_~7},0.063091483,0.512820513,0.123028391,1.280032304,40
{Graphitic N Ratio_50~75} => {Electrolyte Concentration (M)_0.1},0.061514196,0.5,0.123028391,1.248031496,39
{Graphitic N Ratio_50~75} => {Pyrolysis Time (h)_1~2},0.044164038,0.358974359,0.123028391,0.892508798,28
{Graphitic N Ratio_50~75} => {Nitrogen Cotent (wt. %)_4~8},0.058359621,0.474358974,0.123028391,1.093613054,37
{Graphitic N Ratio_50~75} => {BET Surface Area (m2/g)_500~1000},0.061514196,0.5,0.123028391,1.136200717,39
{Graphitic N Ratio_50~75} => {Acid Wash_yes},0.063091483,0.512820513,0.123028391,1.132850889,40
{Graphitic N Ratio_50~75} => {Catalyst Loading (mg cm-2)_0.5~1},0.044164038,0.358974359,0.123028391,0.776756804,28
{Graphitic N Ratio_50~75} => {Raman ID/IG Ratio_1~1.2},0.075709779,0.615384615,0.123028391,1.279192938,48
{Graphitic N Ratio_50~75} => {Metal-N Coordination Number (XAS)_3~4},0.041009464,0.333333333,0.123028391,0.627101879,26
{Graphitic N Ratio_50~75} => {Electrolyte Concentration (M)_0.5},0.055205047,0.448717949,0.123028391,0.844175607,35
{Graphitic N Ratio_50~75} => {Electrolyte pH_7~8},0.055205047,0.448717949,0.123028391,0.836726998,35
{Graphitic N Ratio_50~75} => {Rising Rate_4~8},0.063091483,0.512820513,0.123028391,0.945140131,40
{Graphitic N Ratio_50~75} => {Acid Wash_not},0.059936909,0.487179487,0.123028391,0.892693049,38
{Graphitic N Ratio_50~75} => {Pyridinic N Ratio_25~50},0.083596215,0.679487179,0.123028391,1.23436926,53
{Graphitic N Ratio_50~75} => {Pyrrolic N Ratio_0~25},0.121451104,0.987179487,0.123028391,1.592549096,77
{Graphitic N Ratio_50~75} => {ZIF or MOF Derived_not},0.100946372,0.820512821,0.123028391,1.125985126,64
{Graphitic N Ratio_50~75} => {Electrode Area cm2_~1},0.09148265,0.743589744,0.123028391,1.016025641,58
{Graphitic N Ratio_50~75} => {Glassy Carbon},0.085173502,0.692307692,0.123028391,0.937869822,54
{Graphitic N Ratio_50~75} => {Nafion117},0.089905363,0.730769231,0.123028391,0.985761047,57
{Graphitic N Ratio_50~75} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.107255521,0.871794872,0.123028391,1.054805246,68
{Graphitic N Ratio_50~75} => {Hard or Soft Templated_not},0.096214511,0.782051282,0.123028391,0.914797994,61
{Graphitic N Ratio_50~75} => {Carbon Nanofiber/Nanotubes_not},0.115141956,0.935897436,0.123028391,1.080799589,73
{Graphitic N Ratio_50~75} => {Biomass or other Organic Derived_not},0.102523659,0.833333333,0.123028391,0.951951952,65
{Graphitic N Ratio_50~75} => {Polymer Derived_not},0.093059937,0.756410256,0.123028391,0.857896427,59
{Graphitic N Ratio_50~75} => {disqualified},0.113564669,0.923076923,0.123028391,1.037643208,72
{Graphitic N Ratio_50~75} => {Carbon Black Derived_not},0.111987382,0.91025641,0.123028391,1.017817573,71
{Graphitic N Ratio_50~75} => {H-type Cell},0.11829653,0.961538462,0.123028391,1.005965981,75
{Graphitic N Ratio_50~75} => {Oxidized N Ratio_~25},0.121451104,0.987179487,0.123028391,1.022666331,77
{Main Transition Metal Content (wt. %)_~0.5} => {Hard or Soft Templated_yes},0.036277603,0.277108434,0.130914826,1.930623593,23
{Hard or Soft Templated_yes} => {Main Transition Metal Content (wt. %)_~0.5},0.036277603,0.252747253,0.143533123,1.930623593,23
{Main Transition Metal Content (wt. %)_~0.5} => {BET Surface Area (m2/g)_1000~},0.031545741,0.240963855,0.130914826,1.388828039,20
{Main Transition Metal Content (wt. %)_~0.5} => {Fe},0.034700315,0.265060241,0.130914826,1.084181889,22
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrolysis Temperature_900~1000},0.063091483,0.481927711,0.130914826,1.851770719,40
{Pyrolysis Temperature_900~1000} => {Main Transition Metal Content (wt. %)_~0.5},0.063091483,0.242424242,0.260252366,1.851770719,40
{Main Transition Metal Content (wt. %)_~0.5} => {Carbon Paper},0.03785489,0.289156627,0.130914826,1.111062432,24
{Main Transition Metal Content (wt. %)_~0.5} => {Electrode Area cm2_1~},0.034700315,0.265060241,0.130914826,0.994368005,22
{Main Transition Metal Content (wt. %)_~0.5} => {Rising Rate_~4},0.034700315,0.265060241,0.130914826,0.898653437,22
{Main Transition Metal Content (wt. %)_~0.5} => {Graphitic N Ratio_25~50},0.03785489,0.289156627,0.130914826,0.949872027,24
{Main Transition Metal Content (wt. %)_~0.5} => {Nitrogen Cotent (wt. %)_0~4},0.059936909,0.457831325,0.130914826,1.48853877,38
{Main Transition Metal Content (wt. %)_~0.5} => {Pyridinic N Ratio_50~75},0.03785489,0.289156627,0.130914826,0.903080302,24
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrolysis Time (h)_~1},0.056782334,0.43373494,0.130914826,1.315731827,36
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrrolic N Ratio_25~50},0.044164038,0.337349398,0.130914826,0.999437,28
{Main Transition Metal Content (wt. %)_~0.5} => {Ni},0.048895899,0.373493976,0.130914826,1.101372934,31
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrolysis Temperature_800~900},0.034700315,0.265060241,0.130914826,0.774415635,22
{Main Transition Metal Content (wt. %)_~0.5} => {Catalyst Loading (mg cm-2)_~0.5},0.042586751,0.325301205,0.130914826,0.900615563,27
{Main Transition Metal Content (wt. %)_~0.5} => {BET Surface Area (m2/g)_0~500},0.036277603,0.277108434,0.130914826,0.720027652,23
{Main Transition Metal Content (wt. %)_~0.5} => {Electrolyte pH_~7},0.047318612,0.361445783,0.130914826,0.902191443,30
{Main Transition Metal Content (wt. %)_~0.5} => {Electrolyte Concentration (M)_0.1},0.05362776,0.409638554,0.130914826,1.022483635,34
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrolysis Time (h)_1~2},0.044164038,0.337349398,0.130914826,0.838743208,28
{Main Transition Metal Content (wt. %)_~0.5} => {Nitrogen Cotent (wt. %)_4~8},0.048895899,0.373493976,0.130914826,0.861073384,31
{Main Transition Metal Content (wt. %)_~0.5} => {BET Surface Area (m2/g)_500~1000},0.063091483,0.481927711,0.130914826,1.095133221,40
{Main Transition Metal Content (wt. %)_~0.5} => {Acid Wash_yes},0.070977918,0.542168675,0.130914826,1.197682717,45
{Main Transition Metal Content (wt. %)_~0.5} => {Catalyst Loading (mg cm-2)_0.5~1},0.077287066,0.590361446,0.130914826,1.277437395,49
{Main Transition Metal Content (wt. %)_~0.5} => {Raman ID/IG Ratio_1~1.2},0.070977918,0.542168675,0.130914826,1.126999802,45
{Main Transition Metal Content (wt. %)_~0.5} => {Metal-N Coordination Number (XAS)_3~4},0.093059937,0.710843373,0.130914826,1.337313646,59
{Main Transition Metal Content (wt. %)_~0.5} => {Electrolyte Concentration (M)_0.5},0.072555205,0.554216867,0.130914826,1.042651317,46
{Main Transition Metal Content (wt. %)_~0.5} => {Electrolyte pH_7~8},0.078864353,0.602409639,0.130914826,1.123316797,50
{Main Transition Metal Content (wt. %)_~0.5} => {Rising Rate_4~8},0.075709779,0.578313253,0.130914826,1.065844774,48
{Main Transition Metal Content (wt. %)_~0.5} => {Acid Wash_not},0.059936909,0.457831325,0.130914826,0.838916359,38
{Main Transition Metal Content (wt. %)_~0.5} => {Pyridinic N Ratio_25~50},0.074132492,0.56626506,0.130914826,1.028687817,47
{Main Transition Metal Content (wt. %)_~0.5} => {Graphitic N Ratio_0~25},0.070977918,0.542168675,0.130914826,0.962842969,45
{Main Transition Metal Content (wt. %)_~0.5} => {Pyrrolic N Ratio_0~25},0.083596215,0.638554217,0.130914826,1.03013581,53
{Main Transition Metal Content (wt. %)_~0.5} => {ZIF or MOF Derived_not},0.102523659,0.78313253,0.130914826,1.074688364,65
{Main Transition Metal Content (wt. %)_~0.5} => {Electrode Area cm2_~1},0.096214511,0.734939759,0.130914826,1.004206481,61
{Main Transition Metal Content (wt. %)_~0.5} => {Glassy Carbon},0.093059937,0.710843373,0.130914826,0.962980126,59
{Main Transition Metal Content (wt. %)_~0.5} => {Nafion117},0.099369085,0.759036145,0.130914826,1.02389131,63
{Main Transition Metal Content (wt. %)_~0.5} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.113564669,0.86746988,0.130914826,1.049572335,72
{Main Transition Metal Content (wt. %)_~0.5} => {Hard or Soft Templated_not},0.094637224,0.722891566,0.130914826,0.845596408,60
{Main Transition Metal Content (wt. %)_~0.5} => {Carbon Nanofiber/Nanotubes_not},0.123028391,0.939759036,0.130914826,1.085259069,78
{Main Transition Metal Content (wt. %)_~0.5} => {Biomass or other Organic Derived_not},0.119873817,0.915662651,0.130914826,1.046000217,76
{Main Transition Metal Content (wt. %)_~0.5} => {Polymer Derived_not},0.111987382,0.855421687,0.130914826,0.970192038,71
{Main Transition Metal Content (wt. %)_~0.5} => {disqualified},0.126182965,0.963855422,0.130914826,1.083482868,80
{Main Transition Metal Content (wt. %)_~0.5} => {Carbon Black Derived_not},0.107255521,0.819277108,0.130914826,0.916087631,68
{Main Transition Metal Content (wt. %)_~0.5} => {H-type Cell},0.126182965,0.963855422,0.130914826,1.008389996,80
{Main Transition Metal Content (wt. %)_~0.5} => {Oxidized N Ratio_~25},0.129337539,0.987951807,0.130914826,1.023466415,82
{Carbon Nanofiber/Nanotubes_yes} => {Pyrolysis Temperature_~700},0.036277603,0.273809524,0.132492114,1.669184982,23
{Pyrolysis Temperature_~700} => {Carbon Nanofiber/Nanotubes_yes},0.036277603,0.221153846,0.164037855,1.669184982,23
{Carbon Nanofiber/Nanotubes_yes} => {Pyrolysis Temperature_700~800},0.034700315,0.261904762,0.132492114,1.469447956,22
{Carbon Nanofiber/Nanotubes_yes} => {Metal_Free},0.041009464,0.30952381,0.132492114,1.299590035,26
{Carbon Nanofiber/Nanotubes_yes} => {none},0.041009464,0.30952381,0.132492114,1.299590035,26
{Carbon Nanofiber/Nanotubes_yes} => {Metal-N Coordination Number (XAS)_0~2},0.041009464,0.30952381,0.132492114,1.234201857,26
{Carbon Nanofiber/Nanotubes_yes} => {Nitrogen Cotent (wt. %)_8~},0.050473186,0.380952381,0.132492114,1.481741163,32
{Carbon Nanofiber/Nanotubes_yes} => {Electrode Area cm2_1~},0.044164038,0.333333333,0.132492114,1.250493097,28
{Carbon Nanofiber/Nanotubes_yes} => {Graphitic N Ratio_25~50},0.034700315,0.261904762,0.132492114,0.860350358,22
{Carbon Nanofiber/Nanotubes_yes} => {Nitrogen Cotent (wt. %)_0~4},0.042586751,0.321428571,0.132492114,1.045054945,27
{Carbon Nanofiber/Nanotubes_yes} => {Pyridinic N Ratio_50~75},0.048895899,0.369047619,0.132492114,1.152592071,31
{Carbon Nanofiber/Nanotubes_yes} => {Pyrolysis Time (h)_~1},0.041009464,0.30952381,0.132492114,0.938938255,26
{Carbon Nanofiber/Nanotubes_yes} => {Pyrrolic N Ratio_25~50},0.041009464,0.30952381,0.132492114,0.917000445,26
{Carbon Nanofiber/Nanotubes_yes} => {Ni},0.061514196,0.464285714,0.132492114,1.36910299,39
{Carbon Nanofiber/Nanotubes_yes} => {Pyrolysis Temperature_800~900},0.044164038,0.333333333,0.132492114,0.973886329,28
{Carbon Nanofiber/Nanotubes_yes} => {Catalyst Loading (mg cm-2)_~0.5},0.056782334,0.428571429,0.132492114,1.186525265,36
{Carbon Nanofiber/Nanotubes_yes} => {BET Surface Area (m2/g)_0~500},0.069400631,0.523809524,0.132492114,1.361046058,44
{Carbon Nanofiber/Nanotubes_yes} => {Electrolyte pH_~7},0.044164038,0.333333333,0.132492114,0.832020997,28
{Carbon Nanofiber/Nanotubes_yes} => {Electrolyte Concentration (M)_0.1},0.044164038,0.333333333,0.132492114,0.832020997,28
{Carbon Nanofiber/Nanotubes_yes} => {Pyrolysis Time (h)_1~2},0.059936909,0.452380952,0.132492114,1.124743231,38
{Carbon Nanofiber/Nanotubes_yes} => {Nitrogen Cotent (wt. %)_4~8},0.039432177,0.297619048,0.132492114,0.686147186,25
{Carbon Nanofiber/Nanotubes_yes} => {BET Surface Area (m2/g)_500~1000},0.056782334,0.428571429,0.132492114,0.973886329,36
{Carbon Nanofiber/Nanotubes_yes} => {Acid Wash_yes},0.052050473,0.392857143,0.132492114,0.867844699,33
{Carbon Nanofiber/Nanotubes_yes} => {Catalyst Loading (mg cm-2)_0.5~1},0.05362776,0.404761905,0.132492114,0.875832927,34
{Carbon Nanofiber/Nanotubes_yes} => {Raman ID/IG Ratio_1~1.2},0.048895899,0.369047619,0.132492114,0.767135051,31
{Carbon Nanofiber/Nanotubes_yes} => {Metal-N Coordination Number (XAS)_3~4},0.066246057,0.5,0.132492114,0.940652819,42
{Carbon Nanofiber/Nanotubes_yes} => {Electrolyte Concentration (M)_0.5},0.086750789,0.654761905,0.132492114,1.231807263,55
{Carbon Nanofiber/Nanotubes_yes} => {Electrolyte pH_7~8},0.086750789,0.654761905,0.132492114,1.220938375,55
{Carbon Nanofiber/Nanotubes_yes} => {Rising Rate_4~8},0.082018927,0.619047619,0.132492114,1.140919158,52
{Carbon Nanofiber/Nanotubes_yes} => {Acid Wash_not},0.08044164,0.607142857,0.132492114,1.112510322,51
{Carbon Nanofiber/Nanotubes_yes} => {Pyridinic N Ratio_25~50},0.063091483,0.476190476,0.132492114,0.865056624,40
{Carbon Nanofiber/Nanotubes_yes} => {Graphitic N Ratio_0~25},0.088328076,0.666666667,0.132492114,1.183940243,56
{Carbon Nanofiber/Nanotubes_yes} => {Pyrrolic N Ratio_0~25},0.082018927,0.619047619,0.132492114,0.998667151,52
{Carbon Nanofiber/Nanotubes_yes} => {ZIF or MOF Derived_not},0.132492114,1,0.132492114,1.372294372,84
{Carbon Nanofiber/Nanotubes_yes} => {Electrode Area cm2_~1},0.088328076,0.666666667,0.132492114,0.91091954,56
{Carbon Nanofiber/Nanotubes_yes} => {Glassy Carbon},0.102523659,0.773809524,0.132492114,1.048280423,65
{Carbon Nanofiber/Nanotubes_yes} => {Nafion117},0.096214511,0.726190476,0.132492114,0.9795846,61
{Carbon Nanofiber/Nanotubes_yes} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.132492114,1,0.132492114,1.209923664,84
{Carbon Nanofiber/Nanotubes_yes} => {Hard or Soft Templated_not},0.132492114,1,0.132492114,1.169741697,84
{Carbon Nanofiber/Nanotubes_yes} => {Biomass or other Organic Derived_not},0.130914826,0.988095238,0.132492114,1.128743029,83
{Carbon Nanofiber/Nanotubes_yes} => {Polymer Derived_not},0.132492114,1,0.132492114,1.134168157,84
{Carbon Nanofiber/Nanotubes_yes} => {disqualified},0.110410095,0.833333333,0.132492114,0.936761229,70
{Carbon Nanofiber/Nanotubes_yes} => {Carbon Black Derived_not},0.132492114,1,0.132492114,1.118165785,84
{Carbon Nanofiber/Nanotubes_yes} => {H-type Cell},0.130914826,0.988095238,0.132492114,1.033749804,83
{Carbon Nanofiber/Nanotubes_yes} => {Oxidized N Ratio_~25},0.130914826,0.988095238,0.132492114,1.023615002,83
{Hard or Soft Templated_yes} => {Nafion115},0.041009464,0.285714286,0.143533123,1.284701114,26
{Hard or Soft Templated_yes} => {Pyrolysis Temperature_900~1000},0.050473186,0.351648352,0.143533123,1.351182151,32
{Hard or Soft Templated_yes} => {Carbon Paper},0.06466877,0.450549451,0.143533123,1.731202131,41
{Carbon Paper} => {Hard or Soft Templated_yes},0.06466877,0.248484848,0.260252366,1.731202131,41
{Hard or Soft Templated_yes} => {Electrode Area cm2_1~},0.034700315,0.241758242,0.143533123,0.906951037,22
{Hard or Soft Templated_yes} => {Raman ID/IG Ratio_0.8~1},0.042586751,0.296703297,0.143533123,1.022336359,27
{Hard or Soft Templated_yes} => {Rising Rate_~4},0.045741325,0.318681319,0.143533123,1.080448963,29
{Hard or Soft Templated_yes} => {Graphitic N Ratio_25~50},0.056782334,0.395604396,0.143533123,1.299550191,36
{Hard or Soft Templated_yes} => {Nitrogen Cotent (wt. %)_0~4},0.042586751,0.296703297,0.143533123,0.964666103,27
{Hard or Soft Templated_yes} => {Main Transition Metal Content (wt. %)_0.5~2},0.048895899,0.340659341,0.143533123,1.069198129,31
{Hard or Soft Templated_yes} => {Pyrolysis Time (h)_~1},0.039432177,0.274725275,0.143533123,0.833377149,25
{Hard or Soft Templated_yes} => {Pyrrolic N Ratio_25~50},0.044164038,0.307692308,0.143533123,0.911574407,28
{Hard or Soft Templated_yes} => {Ni},0.052050473,0.362637363,0.143533123,1.069358548,33
{Hard or Soft Templated_yes} => {Pyrolysis Temperature_800~900},0.056782334,0.395604396,0.143533123,1.155821137,36
{Hard or Soft Templated_yes} => {Catalyst Loading (mg cm-2)_~0.5},0.069400631,0.483516484,0.143533123,1.338643889,44
{Hard or Soft Templated_yes} => {BET Surface Area (m2/g)_0~500},0.039432177,0.274725275,0.143533123,0.713835345,25
{Hard or Soft Templated_yes} => {Electrolyte pH_~7},0.050473186,0.351648352,0.143533123,0.877736437,32
{Hard or Soft Templated_yes} => {Electrolyte Concentration (M)_0.1},0.055205047,0.384615385,0.143533123,0.960024228,35
{Hard or Soft Templated_yes} => {Pyrolysis Time (h)_1~2},0.069400631,0.483516484,0.143533123,1.202154708,44
{Hard or Soft Templated_yes} => {Nitrogen Cotent (wt. %)_4~8},0.078864353,0.549450549,0.143533123,1.266733267,50
{Hard or Soft Templated_yes} => {BET Surface Area (m2/g)_500~1000},0.08044164,0.56043956,0.143533123,1.273543661,51
{Hard or Soft Templated_yes} => {Acid Wash_yes},0.11829653,0.824175824,0.143533123,1.820653214,75
{Acid Wash_yes} => {Hard or Soft Templated_yes},0.11829653,0.261324042,0.452681388,1.820653214,75
{Hard or Soft Templated_yes} => {Catalyst Loading (mg cm-2)_0.5~1},0.059936909,0.417582418,0.143533123,0.903574241,38
{Hard or Soft Templated_yes} => {Raman ID/IG Ratio_1~1.2},0.09148265,0.637362637,0.143533123,1.3248784,58
{Hard or Soft Templated_yes} => {Metal-N Coordination Number (XAS)_3~4},0.086750789,0.604395604,0.143533123,1.137052858,55
{Hard or Soft Templated_yes} => {Electrolyte Concentration (M)_0.5},0.077287066,0.538461538,0.143533123,1.013010728,49
{Hard or Soft Templated_yes} => {Electrolyte pH_7~8},0.089905363,0.626373626,0.143533123,1.168002586,57
{Hard or Soft Templated_yes} => {Rising Rate_4~8},0.09148265,0.637362637,0.143533123,1.174674163,58
{Hard or Soft Templated_yes} => {Pyridinic N Ratio_25~50},0.102523659,0.714285714,0.143533123,1.297584937,65
{Hard or Soft Templated_yes} => {Graphitic N Ratio_0~25},0.059936909,0.417582418,0.143533123,0.741588943,38
{Hard or Soft Templated_yes} => {Pyrrolic N Ratio_0~25},0.088328076,0.615384615,0.143533123,0.992757878,56
{Hard or Soft Templated_yes} => {ZIF or MOF Derived_not},0.135646688,0.945054945,0.143533123,1.296893583,86
{Hard or Soft Templated_yes} => {Electrode Area cm2_~1},0.108832808,0.758241758,0.143533123,1.036045851,69
{Hard or Soft Templated_yes} => {Glassy Carbon},0.078864353,0.549450549,0.143533123,0.744341129,50
{Hard or Soft Templated_yes} => {Nafion117},0.096214511,0.67032967,0.143533123,0.904231938,61
{Hard or Soft Templated_yes} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.138801262,0.967032967,0.143533123,1.170036071,88
{Hard or Soft Templated_yes} => {Carbon Nanofiber/Nanotubes_not},0.143533123,1,0.143533123,1.154826958,91
{Hard or Soft Templated_yes} => {Biomass or other Organic Derived_not},0.141955836,0.989010989,0.143533123,1.12978913,90
{Hard or Soft Templated_yes} => {Polymer Derived_not},0.129337539,0.901098901,0.143533123,1.02199768,82
{Hard or Soft Templated_yes} => {disqualified},0.124605678,0.868131868,0.143533123,0.975878731,79
{Hard or Soft Templated_yes} => {Carbon Black Derived_not},0.143533123,1,0.143533123,1.118165785,91
{Hard or Soft Templated_yes} => {H-type Cell},0.135646688,0.945054945,0.143533123,0.98872085,86
{Hard or Soft Templated_yes} => {Oxidized N Ratio_~25},0.137223975,0.956043956,0.143533123,0.990411549,87
{Rising Rate_8~} => {BET Surface Area (m2/g)_1000~},0.033123028,0.205882353,0.160883281,1.186631016,21
{Rising Rate_8~} => {Catalyst Loading (mg cm-2)_1~},0.044164038,0.274509804,0.160883281,1.567920862,28
{Catalyst Loading (mg cm-2)_1~} => {Rising Rate_8~},0.044164038,0.252252252,0.175078864,1.567920862,28
{Rising Rate_8~} => {Pyrolysis Temperature_700~800},0.048895899,0.303921569,0.160883281,1.70518827,31
{Pyrolysis Temperature_700~800} => {Rising Rate_8~},0.048895899,0.274336283,0.178233438,1.70518827,31
{Rising Rate_8~} => {Nafion115},0.034700315,0.215686275,0.160883281,0.96982339,22
{Rising Rate_8~} => {Metal_Free},0.034700315,0.215686275,0.160883281,0.905596676,22
{Rising Rate_8~} => {none},0.034700315,0.215686275,0.160883281,0.905596676,22
{Rising Rate_8~} => {Fe},0.047318612,0.294117647,0.160883281,1.203036053,30
{Rising Rate_8~} => {Metal-N Coordination Number (XAS)_0~2},0.034700315,0.215686275,0.160883281,0.860032063,22
{Rising Rate_8~} => {Pyrolysis Temperature_900~1000},0.039432177,0.245098039,0.160883281,0.941770648,25
{Rising Rate_8~} => {Carbon Paper},0.042586751,0.264705882,0.160883281,1.017112299,27
{Rising Rate_8~} => {Electrode Area cm2_1~},0.036277603,0.225490196,0.160883281,0.845921801,23
{Rising Rate_8~} => {Raman ID/IG Ratio_0.8~1},0.072555205,0.450980392,0.160883281,1.553921569,46
{Raman ID/IG Ratio_0.8~1} => {Rising Rate_8~},0.072555205,0.25,0.29022082,1.553921569,46
{Rising Rate_8~} => {Nitrogen Cotent (wt. %)_0~4},0.061514196,0.382352941,0.160883281,1.243137255,39
{Nitrogen Cotent (wt. %)_0~4} => {Rising Rate_8~},0.061514196,0.2,0.307570978,1.243137255,39
{Rising Rate_8~} => {Main Transition Metal Content (wt. %)_0.5~2},0.069400631,0.431372549,0.160883281,1.353911862,44
{Main Transition Metal Content (wt. %)_0.5~2} => {Rising Rate_8~},0.069400631,0.217821782,0.318611987,1.353911862,44
{Rising Rate_8~} => {Pyridinic N Ratio_50~75},0.067823344,0.421568627,0.160883281,1.316623201,43
{Pyridinic N Ratio_50~75} => {Rising Rate_8~},0.067823344,0.21182266,0.320189274,1.316623201,43
{Rising Rate_8~} => {Pyrolysis Time (h)_~1},0.111987382,0.696078431,0.160883281,2.111548926,71
{Pyrolysis Time (h)_~1} => {Rising Rate_8~},0.111987382,0.339712919,0.329652997,2.111548926,71
{Rising Rate_8~} => {Pyrrolic N Ratio_25~50},0.067823344,0.421568627,0.160883281,1.248946307,43
{Pyrrolic N Ratio_25~50} => {Rising Rate_8~},0.067823344,0.200934579,0.337539432,1.248946307,43
{Rising Rate_8~} => {Ni},0.056782334,0.352941176,0.160883281,1.040766074,36
